ax;ay;az;d_row;d_pitch;d_yaw
-3.12686;-0.00122;9.64837;-2.27500;17.89375;12.86250
-3.13296;-0.06283;9.70022;-3.15000;16.27500;12.64375
-3.09270;-0.01342;9.66057;-1.40000;12.77500;12.03125
-3.10917;-0.04026;9.66362;-2.88750;11.41875;13.69375
-3.14638;-0.05978;9.71791;-2.71250;8.31250;12.60000
-3.07806;0.00854;9.66789;-0.61250;3.67500;12.11875
-3.12625;-0.04270;9.69839;-3.45625;2.97500;14.17500
-3.12076;-0.05490;9.71974;-1.35625;-2.10000;11.98750
-3.08538;0.01830;9.67338;-1.22500;-4.46250;13.30000
-3.11710;-0.06588;9.68131;-2.49375;-7.21875;13.69375
-3.10734;-0.05795;9.68253;-1.22500;-10.50000;12.90625
-3.06891;-0.01098;9.70327;-1.05000;-12.81875;11.63750
-3.06159;-0.01098;9.69290;-1.22500;-15.09375;13.69375
-3.07440;-0.05734;9.69473;-2.71250;-16.80000;13.08125
-3.08050;-0.01525;9.67765;-0.74375;-20.69375;12.60000
-3.03231;-0.00610;9.68741;-0.96250;-22.75000;14.00000
-3.09819;-0.08906;9.71547;-2.45000;-24.54375;13.95625
-3.04695;-0.01647;9.68436;0.61250;-29.22500;13.12500
-3.01584;-0.00976;9.68009;-2.49375;-29.79375;13.86875
-3.04451;-0.02440;9.71852;0.35000;-34.95625;12.46875
-3.00303;-0.02196;9.70266;-1.31250;-36.26875;13.43125
-3.00669;-0.05124;9.74536;-0.70000;-38.54375;13.34375
-2.98168;-0.00610;9.70571;-0.52500;-42.04375;12.51250
-2.99937;-0.04026;9.72401;-0.91875;-43.61875;14.74375
-2.99083;-0.05490;9.72889;-0.74375;-45.76250;12.73125
-2.93532;0.02013;9.72096;0.43750;-48.30000;12.90625
-2.91214;-0.02867;9.71242;-0.91875;-49.91875;14.56875
-2.95728;-0.05673;9.75146;-1.35625;-52.50000;13.78125
-2.89262;-0.01281;9.74109;0.26250;-57.00625;13.47500
-2.91519;-0.03782;9.76793;-1.70625;-57.96875;14.04375
-2.86822;0.00671;9.78684;1.05000;-62.21250;13.69375
-2.85419;-0.00915;9.77525;-0.74375;-63.39375;14.39375
-2.87127;-0.06344;9.74841;-0.52500;-65.58125;14.13125
-2.80417;0.01037;9.73926;0.83125;-68.42500;12.86250
-2.83711;-0.02379;9.72523;-0.39375;-69.69375;14.83125
-2.84443;-0.05978;9.80880;-0.35000;-72.31875;14.04375
-2.75476;0.04758;9.74719;1.05000;-75.55625;13.69375
-2.80539;-0.05429;9.79416;-2.14375;-75.55625;14.83125
-2.76757;-0.01708;9.80087;1.26875;-80.93750;12.90625
-2.72548;0.03538;9.76305;-0.35000;-81.76875;15.00625
-2.75354;-0.06954;9.80331;-0.30625;-84.39375;14.04375
-2.65350;0.04880;9.78318;2.05625;-88.37500;13.47500
-2.69925;-0.06405;9.77830;-1.35625;-87.63125;15.66250
-2.69498;-0.04209;9.82466;0.61250;-91.35000;13.34375
-2.61507;0.04026;9.78684;1.96875;-94.58750;14.13125
-2.64679;-0.07198;9.84357;-1.05000;-94.36875;15.22500
-2.62178;0.00549;9.85089;1.66250;-98.39375;13.25625
-2.56078;0.02928;9.81368;1.18125;-100.58125;14.56875
-2.60531;-0.05856;9.86187;-0.35000;-101.36875;15.00625
-2.53577;0.00610;9.85638;3.10625;-107.36250;13.82500
-2.51320;0.03172;9.85943;-0.74375;-106.26875;15.31250
-2.50039;-0.01220;9.87102;2.31875;-111.34375;13.60625
-2.45586;0.03843;9.86675;0.74375;-112.78750;14.17500
-2.45525;-0.03355;9.87346;0.39375;-114.01250;15.09375
-2.40279;0.02196;9.86858;2.14375;-118.21250;13.95625
-2.39608;0.00000;9.87163;0.78750;-118.91250;14.30625
-2.37778;-0.02501;9.88993;1.35625;-121.45000;15.00625
-2.36924;0.00488;9.88932;1.31250;-123.90000;13.78125
-2.32471;0.01281;9.88749;1.96875;-126.04375;15.05000
-2.33996;-0.03965;9.87590;0.65625;-128.27499;13.30000
-2.26188;0.03355;9.91738;3.32500;-131.60001;14.70000
-2.25456;-0.01159;9.93202;-0.13125;-130.81250;14.96250
-2.20149;-0.00183;9.90091;2.49375;-133.78751;14.56875
-2.18075;0.02074;9.92775;1.70625;-135.10001;14.17500
-2.17648;-0.01647;9.94178;1.44375;-135.31876;14.61250
-2.13073;0.03294;9.93690;2.53750;-137.15625;14.00000
-2.13988;-0.03721;9.92226;1.35625;-137.41875;14.78750
-2.07766;0.03904;9.94727;2.80000;-139.73750;13.21250
-2.05753;0.01281;9.91494;1.96875;-140.48125;15.40000
-2.08315;-0.01647;9.97716;1.18125;-142.40625;14.70000
-1.96847;0.02928;9.95520;2.84375;-144.33125;14.87500
-1.96725;0.02135;9.98509;0.87500;-145.38126;15.44375
-1.95688;-0.00427;9.96008;2.36250;-147.26250;14.21875
-1.88978;0.03477;9.94422;2.93125;-150.01875;15.18125
-1.90076;-0.01464;9.97350;0.74375;-149.14375;15.61875
-1.83610;0.02074;9.99973;2.62500;-152.68750;14.74375
-1.80438;0.04392;10.00400;2.05625;-153.69376;14.78750
-1.79523;0.00610;10.05829;1.40000;-155.35625;15.48750
-1.77754;-0.00183;10.00156;2.88750;-158.02499;14.78750
-1.72935;0.03111;10.02718;2.18750;-159.25000;14.74375
-1.69031;-0.00244;9.99119;1.75000;-162.22501;15.00625
-1.65920;0.02623;10.02718;3.58750;-165.20000;14.78750
-1.62077;0.03355;10.05280;2.71250;-166.03125;15.09375
-1.55184;0.03477;10.05646;2.97500;-168.17500;14.56875
-1.55062;0.00244;10.01986;2.14375;-169.75000;15.26875
-1.52317;0.02501;10.07659;2.62500;-170.58125;14.61250
-1.44448;0.06588;10.02657;2.84375;-171.93750;15.75000
-1.49084;-0.03355;10.08086;1.70625;-171.45625;14.91875
-1.40239;0.07137;10.05402;4.15625;-173.16251;14.56875
-1.39080;0.02806;10.07598;2.36250;-172.59375;15.40000
-1.35664;0.02501;10.04060;3.28125;-173.11874;14.96250
-1.34871;0.02501;10.03999;2.88750;-173.42500;15.22500
-1.29503;0.02196;10.05585;3.32500;-174.25626;14.96250
-1.21939;0.07869;10.06927;3.50000;-175.00000;15.09375
-1.22610;0.01037;10.09672;1.92500;-174.51875;15.48750
-1.14619;0.06039;10.09123;2.66875;-175.87500;13.86875
-1.15473;0.00183;10.06012;2.71250;-177.40625;16.01250
-1.10593;0.02928;10.07781;3.06250;-177.88750;14.48125
-1.05774;0.06405;10.10648;2.23125;-178.93750;15.22500
-1.04127;0.00732;10.09794;2.05625;-180.55624;16.58125
-0.97112;0.06832;10.12966;3.15000;-182.74374;13.86875
-0.94306;0.04209;10.16260;2.58125;-185.32500;15.48750
-0.94916;0.02928;10.13271;2.71250;-186.55000;15.40000
-0.87474;0.02623;10.09367;2.58125;-187.99374;15.66250
-0.84790;0.03721;10.11014;3.10625;-189.21875;15.09375
-0.79483;0.05063;10.11136;2.97500;-189.74374;14.96250
-0.77470;0.04209;10.10831;2.93125;-190.61874;15.57500
-0.74237;0.04026;10.12966;2.93125;-191.05624;16.14375
-0.70089;0.04392;10.10587;3.06250;-191.18750;14.43750
-0.65270;0.07991;10.11624;3.10625;-190.35625;15.31250
-0.64965;0.04575;10.13332;2.75625;-189.74374;15.79375
-0.59780;0.02440;10.09977;2.14375;-188.51875;14.65625
-0.54778;0.07137;10.12295;2.27500;-188.60625;15.75000
-0.51667;0.05002;10.12173;2.97500;-187.90625;15.70625
-0.48800;0.02989;10.15772;2.75625;-187.86250;15.26875
-0.40809;0.09211;10.15955;3.41250;-187.99374;14.96250
-0.37881;0.03233;10.13027;3.58750;-187.90625;16.01250
-0.36905;0.05124;10.16077;2.84375;-189.17500;14.91875
-0.30195;0.07930;10.14308;2.14375;-189.39375;14.74375
-0.26779;0.05856;10.12539;3.41250;-191.01250;15.53125
-0.24827;0.04514;10.12112;3.36875;-191.49374;15.13750
-0.18727;0.08052;10.18578;2.93125;-191.58125;15.09375
-0.15799;0.04087;10.14796;3.32500;-193.33125;15.18125
-0.16653;0.06649;10.15162;3.41250;-194.11874;14.96250
-0.06283;0.06954;10.12478;3.15000;-194.25000;15.05000
-0.02440;0.06649;10.09855;3.15000;-195.03751;15.09375
-0.02806;0.07503;10.14247;3.15000;-194.77499;15.53125
0.03904;0.08174;10.15162;2.71250;-194.46875;15.09375
0.10004;0.10370;10.13454;3.76250;-193.06876;15.61875
0.08784;0.04392;10.11685;2.93125;-192.01875;15.13750
0.13115;0.06832;10.13271;2.66875;-191.27499;15.66250
0.13176;0.04514;10.14247;2.62500;-190.57500;15.83750
0.23668;0.10370;10.13149;3.85000;-190.00626;15.31250
0.24766;0.08174;10.12661;2.53750;-188.03751;16.27500
0.26779;0.04880;10.16443;2.27500;-187.38126;14.35000
0.35624;0.09333;10.13698;2.75625;-186.76875;15.05000
0.38369;0.06039;10.11807;2.53750;-186.68124;15.92500
0.38674;0.04941;10.13454;2.71250;-186.81250;16.01250
0.47275;0.11407;10.14308;3.36875;-187.07500;14.87500
0.45872;0.05246;10.16870;3.19375;-187.03125;15.83750
0.53253;0.11285;10.17602;3.36875;-188.30000;14.21875
0.56059;0.06344;10.16016;2.45000;-188.78125;15.88125
0.60512;0.09882;10.11441;3.28125;-188.91251;15.00625
0.66612;0.10553;10.10465;2.88750;-189.48125;15.79375
0.65148;0.03843;10.09001;3.10625;-189.65625;16.01250
0.72834;0.09760;10.12356;2.84375;-188.43124;14.74375
0.76006;0.10248;10.13698;3.50000;-187.46875;15.31250
0.77775;0.07686;10.10221;2.93125;-185.23750;16.01250
0.80032;0.05734;10.07171;2.49375;-183.53125;14.91875
0.86132;0.13298;10.07415;2.62500;-181.30000;14.83125
0.90585;0.10614;10.06195;2.66875;-178.89375;15.31250
0.92171;0.09760;10.11258;2.93125;-178.32500;15.26875
0.96319;0.12078;10.07232;4.02500;-176.88126;14.39375
1.01443;0.08784;10.06073;3.01875;-174.78125;15.44375
0.99613;0.07259;10.10892;2.93125;-173.42500;15.05000
1.03700;0.05368;10.01559;3.36875;-172.55000;14.87500
1.10471;0.04331;10.07903;2.01250;-171.32500;16.14375
1.13826;0.11163;10.11746;2.05625;-170.49374;14.48125
1.22671;0.12383;10.06561;3.23750;-170.31876;14.78750
1.20658;0.08906;10.06866;3.01875;-170.05624;16.05625
1.26758;0.11163;10.04426;2.45000;-170.14375;14.00000
1.29686;0.13237;10.07842;2.10000;-168.87500;15.35625
1.28466;0.06222;10.05097;2.01250;-168.56876;16.05625
1.36457;0.13908;10.05158;2.23125;-168.74374;13.38750
1.39507;0.12810;10.03450;3.01875;-167.69376;15.92500
1.39202;0.08235;10.03206;2.18750;-166.38126;13.78125
1.46705;0.11529;9.99363;2.36250;-164.36874;15.22500
1.46705;0.09882;9.97777;2.45000;-163.36250;15.53125
1.53293;0.11407;9.96740;2.66875;-161.13126;14.48125
1.53354;0.14396;9.99058;1.48750;-158.89999;15.22500
1.57563;0.08357;10.03633;2.40625;-156.88750;14.78750
1.62321;0.12505;9.98753;2.31875;-155.00626;14.26250
1.63846;0.12200;9.99973;2.49375;-151.68124;14.96250
1.65005;0.10187;9.99546;1.66250;-150.01875;15.35625
1.71471;0.13908;9.95886;1.57500;-148.53125;14.91875
1.70922;0.10187;9.99363;2.05625;-145.29375;15.70625
1.75070;0.08784;9.92836;2.97500;-144.20000;13.43125
1.83183;0.14762;9.99363;1.66250;-142.45000;14.56875
1.79767;0.08967;9.99180;0.96250;-140.91875;15.09375
1.85562;0.13603;9.98387;1.57500;-139.21249;14.48125
1.92455;0.15677;9.92104;1.88125;-138.16251;14.56875
1.91235;0.10797;9.92104;1.66250;-136.67500;14.61250
1.94346;0.12688;9.94910;1.48750;-135.71249;14.70000
1.97152;0.12810;9.97594;1.48750;-135.05624;14.21875
1.98433;0.10614;9.95520;1.57500;-133.61250;13.69375
1.99531;0.11529;9.93446;0.91875;-132.91251;14.78750
2.03618;0.11102;9.90091;0.91875;-131.46875;14.78750
2.07949;0.13542;9.94300;0.91875;-128.88750;14.13125
2.09291;0.11590;9.94239;0.74375;-127.48750;15.31250
2.11792;0.11834;9.90762;1.53125;-126.08750;14.30625
2.14171;0.12383;9.87712;1.35625;-123.72500;14.74375
2.18441;0.13054;9.85089;1.53125;-122.41250;13.86875
2.21979;0.15006;9.87773;1.40000;-119.48125;13.95625
2.26188;0.15799;9.86126;1.61875;-117.20625;14.48125
2.23077;0.10980;9.89115;0.83125;-114.10000;14.74375
2.26981;0.12017;9.90152;-0.04375;-111.08125;14.74375
2.25456;0.10492;9.88139;1.35625;-108.36875;14.78750
2.30031;0.14640;9.87041;0.17500;-105.00000;14.08750
2.35887;0.10431;9.84784;0.48125;-102.68125;14.56875
2.33386;0.11163;9.84723;-0.17500;-100.31875;14.65625
2.39425;0.14335;9.85028;0.43750;-98.91875;13.82500
2.43207;0.13969;9.82405;0.39375;-96.46875;13.82500
2.42292;0.13054;9.79721;0.83125;-94.76250;14.52500
2.44854;0.12993;9.81612;0.43750;-92.66250;13.47500
2.48392;0.15616;9.82405;0.21875;-90.21250;14.65625
2.48087;0.14274;9.86492;0.04375;-87.80625;14.13125
2.50039;0.13542;9.79233;0.13125;-85.35625;13.51875
2.54126;0.17385;9.77891;0.17500;-82.25000;14.56875
2.53089;0.11895;9.78074;0.00000;-80.50000;13.69375
2.56871;0.15189;9.82771;-0.08750;-78.26875;13.86875
2.55407;0.11163;9.81795;-0.26250;-75.64375;14.87500
2.59921;0.16348;9.78379;0.21875;-74.02500;13.16875
2.61751;0.15555;9.76122;0.78750;-72.27500;13.91250
2.62361;0.12200;9.72340;-0.26250;-69.69375;14.56875
2.64801;0.16653;9.77464;-0.48125;-67.46250;13.43125
2.65045;0.11163;9.78318;-0.43750;-66.06250;13.21250
2.66387;0.14823;9.77647;-0.61250;-63.30625;14.30625
2.65838;0.12322;9.78501;-0.39375;-59.76250;12.95000
2.72243;0.20008;9.73987;-1.22500;-57.31250;13.47500
2.70474;0.15860;9.74414;-0.43750;-54.81875;14.39375
2.71816;0.11834;9.75817;-0.96250;-53.02500;13.51875
2.75720;0.17385;9.72035;-0.17500;-50.83750;13.25625
2.77550;0.15982;9.72767;-0.26250;-48.47500;13.73750
2.75476;0.12383;9.74170;-0.56875;-45.45625;12.99375
2.76818;0.12322;9.78013;0.00000;-42.91875;12.07500
2.79929;0.17446;9.75512;-0.74375;-40.95000;13.78125
2.74500;0.08296;9.79294;-2.88750;-36.75000;12.99375
2.80844;0.11163;9.79782;-2.97500;-34.95625;13.34375
2.78648;0.10675;9.78257;-1.70625;-31.85000;13.91250
2.83345;0.15555;9.73011;-1.57500;-29.09375;12.73125
2.79868;0.10797;9.70205;-0.91875;-26.81875;13.12500
2.86029;0.17690;9.69961;-0.52500;-24.23750;12.51250
2.86822;0.16165;9.67094;-0.61250;-21.91875;13.69375
2.84260;0.15799;9.69290;-0.65625;-19.33750;13.12500
2.87737;0.15311;9.73865;-1.05000;-17.23750;12.68750
2.82064;0.05612;9.79111;-3.10625;-13.21250;14.00000
2.86395;0.12871;9.75085;-2.58125;-10.71875;11.94375
2.86212;0.11468;9.70449;-2.27500;-8.53125;13.73750
2.88652;0.14274;9.69473;-1.88125;-4.81250;12.11875
2.93105;0.21777;9.70937;-2.05625;-2.45000;14.56875
2.88774;0.13786;9.68863;-2.31875;0.26250;12.20625
2.93044;0.18178;9.68680;-2.49375;3.10625;13.03750
2.89079;0.13054;9.68009;-2.31875;5.81875;12.86250
2.90299;0.16226;9.68009;-1.48750;8.05000;12.38125
2.90726;0.15677;9.68070;-2.23125;10.41250;12.73125
2.90665;0.15006;9.72096;-2.10000;13.65000;12.68750
2.91031;0.14762;9.69412;-2.36250;15.70625;11.85625
2.93349;0.15677;9.68558;-2.05625;18.50625;12.73125
2.89262;0.13115;9.68802;-2.18750;21.70000;12.11875
2.92251;0.17751;9.70632;-2.45000;24.19375;12.20625
2.89506;0.12871;9.69412;-2.62500;26.33750;12.11875
2.94447;0.20984;9.65508;-2.45000;28.13125;11.24375
2.89994;0.13725;9.66667;-3.06250;31.45625;13.34375
2.89567;0.14396;9.71852;-2.84375;33.46875;11.90000
2.93776;0.20069;9.68741;-2.45000;36.48750;12.16250
2.90421;0.13481;9.67460;-3.50000;39.55000;13.43125
2.88347;0.16226;9.70754;-2.97500;41.86875;11.33125
2.89689;0.13969;9.70144;-2.80000;45.28125;12.95000
2.88408;0.12139;9.65996;-2.80000;48.08125;11.72500
2.91214;0.16958;9.67338;-3.32500;51.80000;12.29375
2.87981;0.15921;9.69717;-3.50000;54.73125;12.51250
2.85724;0.12261;9.68253;-3.06250;57.31250;12.73125
2.88408;0.16836;9.71608;-3.76250;60.20000;11.68125
2.87066;0.14518;9.72889;-3.85000;61.68750;12.25000
2.84931;0.14274;9.69412;-3.71875;64.57500;11.41875
2.85968;0.16104;9.70937;-3.50000;67.15625;11.98750
2.83650;0.13603;9.71608;-3.71875;69.47500;12.38125
2.82918;0.15189;9.73011;-3.19375;71.48750;11.28750
2.84016;0.18300;9.72279;-4.11250;75.07500;11.81250
2.78709;0.11590;9.69412;-3.06250;78.92500;11.11250
2.82491;0.18056;9.70754;-3.63125;80.67500;12.07500
2.78526;0.14274;9.73133;-4.41875;83.12500;12.11875
2.79502;0.14213;9.73316;-4.06875;85.79375;10.45625
2.75781;0.16348;9.76427;-4.94375;88.37500;12.42500
2.73951;0.11102;9.72950;-4.46250;90.38750;11.33125
2.75781;0.17751;9.73621;-3.63125;92.31250;10.32500
2.74134;0.16287;9.72584;-4.06875;94.63125;11.76875
2.71938;0.13664;9.73682;-4.33125;97.47500;12.38125
2.72182;0.16775;9.74414;-4.28750;99.35625;10.45625
2.68827;0.15616;9.77098;-4.50625;102.33125;12.29375
2.66631;0.12749;9.78806;-4.55000;105.43750;11.06875
2.66448;0.17080;9.77098;-4.28750;107.45000;10.85000
2.63520;0.10614;9.78257;-5.03125;110.77500;11.72500
2.63337;0.13298;9.77037;-4.72500;112.26250;10.45625
2.60958;0.16348;9.80880;-5.16250;114.84375;12.07500
2.58823;0.13115;9.79843;-4.98750;117.29375;11.98750
2.58823;0.15189;9.75817;-4.33125;119.08750;10.45625
2.56383;0.14518;9.80697;-4.98750;121.93125;11.50625
2.56322;0.14152;9.78989;-4.50625;122.98125;10.80625
2.54614;0.16531;9.78867;-5.20625;126.39375;11.11250
2.50466;0.12200;9.77525;-4.68125;129.32500;10.36875
2.52174;0.15372;9.80514;-4.98750;131.42500;11.72500
2.44244;0.11773;9.81002;-5.03125;133.70000;11.55000
2.48209;0.18117;9.77952;-4.59375;136.63126;10.67500
2.41621;0.14091;9.81429;-5.03125;138.16251;11.94375
2.38510;0.11712;9.86858;-4.85625;140.96249;10.76250
2.39547;0.15982;9.84723;-6.34375;143.28125;10.67500
2.37168;0.13908;9.86248;-5.29375;145.68750;12.16250
2.35826;0.10736;9.82039;-5.81875;147.65625;9.93125
2.35643;0.17812;9.83137;-5.46875;149.62500;11.33125
2.29177;0.10309;9.91616;-6.03750;152.11874;10.54375
2.27591;0.12810;9.88627;-5.33750;155.39999;10.19375
2.25822;0.08418;9.85638;-6.21250;157.50000;11.24375
2.23199;0.15860;9.85943;-6.08125;159.60001;9.71250
2.21613;0.13847;9.84601;-6.47500;162.00626;11.68125
2.18319;0.14518;9.87346;-5.33750;163.40625;10.76250
2.15696;0.14213;9.93080;-6.73750;165.55000;10.15000
2.13012;0.11834;9.89054;-5.95000;167.03751;10.63125
2.10328;0.15067;9.90091;-6.12500;169.26875;10.71875
2.07522;0.10065;9.91067;-6.34375;171.06250;10.63125
2.06973;0.12810;9.93507;-6.69375;173.81876;10.41250
2.05082;0.13664;9.91921;-5.99375;175.43750;11.11250
2.00873;0.10797;9.91006;-5.38125;176.39999;10.01875
1.96786;0.11956;9.94788;-6.38750;178.54375;10.89375
1.94468;0.13115;9.94727;-6.56250;179.46249;10.06250
1.91662;0.13176;9.97899;-6.78125;182.21875;10.80625
1.84769;0.06832;9.98448;-7.43750;183.48750;10.58750
1.88734;0.17019;9.95947;-5.90625;184.88750;9.49375
1.84464;0.11895;9.96679;-6.38750;185.19376;11.33125
1.81292;0.08174;9.95215;-5.99375;186.63750;10.15000
1.79401;0.16531;9.97777;-6.34375;187.77499;10.32500
1.74399;0.10431;9.98448;-6.86875;189.70000;10.85000
1.70739;0.09150;9.99851;-6.25625;191.62500;9.88750
1.70190;0.13359;9.94605;-6.21250;194.03125;10.58750
1.64639;0.11590;9.96679;-6.73750;196.13126;9.97500
1.62931;0.11407;10.02169;-7.21875;198.05624;9.53750
1.57380;0.11895;10.02169;-7.04375;200.20000;11.20000
1.55184;0.10858;10.00827;-6.73750;201.86250;10.10625
1.51585;0.10309;10.00217;-6.82500;204.00626;9.23125
1.52195;0.14518;10.03206;-6.21250;205.58125;10.10625
1.48657;0.12566;10.03206;-7.26250;207.72501;11.50625
1.40239;0.06954;10.04792;-7.08750;208.55624;9.71250
1.43899;0.12200;10.03328;-7.13125;211.31250;10.85000
1.34627;0.09028;10.04304;-6.21250;211.92500;10.28125
1.34322;0.11529;10.02169;-6.86875;212.93124;9.71250
1.30052;0.11285;10.03084;-6.91250;213.54375;10.23750
1.23098;0.07869;10.08330;-7.87500;215.03125;10.58750
1.22305;0.11468;10.09367;-7.13125;215.20625;9.58125
1.20231;0.10858;10.06866;-6.95625;216.08125;10.28125
1.17425;0.10980;10.07476;-6.78125;216.91251;9.93125
1.12667;0.11651;10.10221;-7.26250;217.39375;10.50000
1.08519;0.06039;10.05646;-7.70000;218.09375;10.10625
1.04737;0.10919;10.09733;-7.65625;218.66251;9.58125
1.01809;0.11346;10.11746;-6.95625;219.14375;11.06875
0.96746;0.11163;10.08513;-6.91250;219.97501;9.84375
0.97295;0.15433;10.06012;-6.69375;220.50000;10.36875
0.88877;0.06893;10.06927;-6.47500;221.37500;10.58750
0.87291;0.11590;10.07354;-6.65000;222.73125;9.23125
0.83265;0.08845;10.10038;-7.56875;224.65625;9.84375
0.77653;0.06527;10.11441;-8.44375;226.23125;10.15000
0.78080;0.09882;10.10404;-7.87500;228.28751;9.23125
0.73322;0.07808;10.12356;-7.61250;229.81876;11.06875
0.67283;0.06832;10.11502;-7.70000;229.64375;9.53750
0.67954;0.11773;10.11929;-7.65625;232.75000;9.71250
0.60390;0.07503;10.14674;-8.00625;233.27499;10.23750
0.57157;0.09211;10.13515;-7.43750;234.36874;8.96875
0.54900;0.10004;10.16504;-7.91875;234.76250;9.40625
0.49227;0.07869;10.13515;-7.96250;234.54375;9.62500
0.43188;0.03782;10.12417;-7.83125;234.93750;10.28125
0.44042;0.10553;10.13881;-7.48125;233.58125;8.57500
0.40504;0.08784;10.12661;-7.13125;233.36250;10.50000
0.32574;0.05063;10.17175;-7.39375;233.93124;10.28125
0.29280;0.07869;10.16321;-8.22500;233.53751;9.23125
0.31476;0.09882;10.14796;-7.65625;232.83749;10.93750
0.25315;0.05368;10.10892;-7.83125;232.66251;9.93125
0.17751;0.12444;10.14369;-7.35000;232.05000;9.01250
0.16409;0.07198;10.16443;-7.87500;232.53125;9.88750
0.10858;0.07198;10.12356;-7.96250;233.58125;9.97500
0.06588;0.05673;10.12234;-7.21875;234.36874;10.15000
0.04453;0.06771;10.13149;-8.13750;235.28751;9.66875
0.00793;0.09211;10.15406;-8.22500;235.94376;9.88750
-0.04392;0.06222;10.13881;-7.83125;237.73750;10.19375
-0.08723;0.05063;10.14186;-7.43750;238.39375;10.19375
-0.06405;0.10797;10.13149;-7.52500;237.91251;8.70625
-0.14091;0.05673;10.12905;-7.35000;238.96249;9.66875
-0.18788;0.04087;10.15833;-7.61250;238.39375;9.05625
-0.23180;0.05490;10.15101;-7.78750;238.61250;9.97500
-0.29341;0.04880;10.17663;-7.56875;238.04375;9.71250
-0.29890;0.06527;10.15406;-7.78750;237.21249;9.97500
-0.35502;0.04270;10.15955;-7.78750;236.77499;9.36250
-0.38125;0.06832;10.17419;-7.91875;235.81250;9.18750
-0.43066;0.04270;10.13637;-7.96250;234.98125;10.50000
-0.48800;0.03050;10.16443;-7.56875;233.58125;9.36250
-0.47275;0.09577;10.16199;-7.13125;232.96875;9.75625
-0.53802;0.03721;10.12112;-7.48125;233.14375;11.11250
-0.58438;0.02745;10.15223;-6.95625;232.00626;8.05000
-0.58194;0.06649;10.09733;-7.17500;232.00626;10.32500
-0.65392;0.02928;10.13088;-7.52500;232.00626;9.84375
-0.68015;0.08113;10.13271;-8.05000;232.96875;9.71250
-0.72895;0.03294;10.10160;-7.70000;233.45000;9.66875
-0.76006;0.06771;10.10892;-7.39375;233.84375;9.75625
-0.81618;0.02989;10.10282;-7.83125;233.18750;10.58750
-0.82167;0.05551;10.13576;-7.17500;232.53125;8.92500
-0.86315;0.06344;10.14430;-7.61250;232.61874;10.45625
-0.93574;-0.00244;10.10465;-7.96250;232.88126;9.49375
-0.90646;0.07259;10.08574;-7.96250;231.26250;10.80625
-0.99491;0.00427;10.14552;-8.48750;230.47501;10.23750
-1.01016;0.07747;10.12051;-7.96250;228.72501;8.96875
-1.06994;0.01769;10.12234;-7.52500;227.50000;10.10625
-1.09739;0.02501;10.11197;-7.30625;226.05624;9.66875
-1.10837;0.07137;10.10770;-7.30625;223.82500;10.19375
-1.20475;-0.02867;10.11014;-8.00625;222.68750;10.15000
-1.16754;0.06588;10.05463;-6.78125;220.58749;9.18750
-1.23586;0.03172;10.08757;-7.61250;219.80000;11.02500
-1.29564;-0.00122;10.09245;-7.65625;218.09375;9.80000
-1.25538;0.07381;10.07903;-6.95625;216.86874;11.06875
-1.36518;0.00976;10.09794;-7.65625;216.21249;10.06250
-1.37433;0.08235;10.04365;-6.12500;215.77499;8.61875
-1.44570;0.00549;10.05585;-7.96250;216.43124;11.59375
-1.47193;0.00183;10.04548;-7.87500;215.60001;10.10625
-1.45973;0.05307;10.05280;-6.51875;214.55000;8.83750
-1.53415;0.01403;10.06439;-7.65625;215.29375;11.15625
-1.55672;-0.00610;10.08391;-6.82500;213.98125;9.23125
-1.56709;0.06100;10.00034;-6.82500;212.53751;10.19375
-1.63297;-0.01891;10.00888;-8.57500;212.18750;10.10625
-1.61589;0.04697;10.02291;-7.00000;210.48125;10.54375
-1.68299;0.00488;10.06866;-7.70000;208.60001;9.71250
-1.69458;0.01525;10.01681;-7.65625;206.14999;10.28125
-1.75680;-0.03233;10.03206;-7.17500;204.66251;10.85000
-1.78364;0.03904;10.00339;-5.20625;201.81876;9.88750
-1.81536;0.00366;10.03206;-7.48125;201.42500;10.19375
-1.83183;-0.00244;9.99851;-6.08125;197.70625;10.80625
-1.87026;0.00366;10.00278;-8.35625;197.18124;10.15000
-1.89588;0.02013;10.00217;-6.16875;193.72501;10.06250
-1.92272;-0.00366;10.02230;-7.91875;193.76875;10.32500
-1.96237;0.00915;9.93995;-5.55625;190.35625;10.41250
-2.00385;-0.00305;9.98631;-8.09375;189.21875;10.67500
-1.99958;0.01464;9.95581;-6.82500;187.20625;10.36875
-2.03313;-0.02257;9.97838;-8.05000;187.16251;10.36875
-2.08498;0.01525;9.94178;-5.81875;184.27499;10.10625
-2.07217;0.02379;9.91128;-6.16875;183.31250;10.85000
-2.15574;-0.04026;9.96984;-7.78750;183.18124;11.11250
-2.14659;0.01586;9.93202;-5.38125;180.90625;10.06250
-2.19051;0.02318;9.92836;-7.35000;180.99374;10.98125
-2.24663;-0.01586;9.88993;-7.08750;179.81250;10.19375
-2.24846;0.00122;9.86858;-5.86250;177.88750;10.23750
-2.28994;-0.00244;9.92165;-6.73750;176.48750;11.28750
-2.30458;-0.03050;9.91189;-6.34375;173.16251;10.32500
-2.30336;0.03355;9.86309;-5.46875;171.23750;10.54375
-2.36070;0.01403;9.91189;-7.35000;169.83749;10.23750
